jaar,patientgroep,Provincie,geslacht,leeftijdsklasse,dialysevorm,dialysevorm_sub,prevalentie_abs,prevalentie_rel,prevalentie_rel_std,incidentie_dag1_abs,incidentie_dag1_rel,incidentie_dag1_rel_std,incidentie_dag91_abs,incidentie_dag91_rel,incidentie_dag91_rel_std,Aantal_patienten_kosten,Zorgkosten_totaal,Zorgkosten_eerstelijns,Zorgkosten_medicatie,Zorgkosten_ziekenvervoer,Zorgkosten_GGZ,Zorgkosten_overig,Zorgkosten_DBC_RRT,Zorgkosten_DBC_overig,Zorgkosten_DBC_totaal,Noemer_overige_themas,Aantal_specialist,Pct_specialist,Aantal_cardioloog,Pct_cardioloog,Aantal_internist,Pct_internist,Aantal_dermatoloog,Pct_dermatoloog,Aantal_chirurg,Pct_chrirug,Aantal_fysiotherapeut,Pct_fysiotherapeut,Aantal_dietist,pct_dietist,Aantal_shuntinterventies,Pct_shuntinterventies,Aantal_screening_transplantatie,Pct_screening_transplantatie,Aantal_intensive_care,Pct_intensive_care,Aantal_dialyse_intensive_care,Pct_dialyse_intensive_care,Aantal_antihypertensiva_RAAS,Pct_antihypertensiva_RAAS,Aantal_antihyp_ACE_remmers,Pct_antihyp_ACE_remmers,Aantal_diabetesmed_insuline,Pct_diabetesmed_insuline,Aantal_diabetesmed_overig,Pct_diabetesmed_overig,Aantal_lipid_statine,Pct_lipid_statine,Aantal_lipid_overig,Pct_lipid_overig,Aantal_antidepressiva,Pct_antidepressiva,Aantal_slaapmedicatie,Pct_slaapmedicatie,Aantal_antistolling,Pct_antistolling,Aantal_overlijden,pct_overlijden,Aantal_procedure_vaatlijden,Pct_procedure_vaatlijden,Aantal_SEH,pct_seh,Aantal_polikliniek,Pct_polikliniek,Aantal_opname,pct_opname,Aantal_diabetes,Pct_diabetes,Aantal_maligniteit,pct_maligniteit,Aantal_macrovasculair,pct_macrovasculair,Aantal_coronair,pct_coronair,Aantal_perif_art_vaatl,Pct_perif_art_vaatl,Aantal_CVA_TIA,Pct_CVA_TIA,Aantal_hypertensie,pct_hypertensie
2019,Dialyse,Gelderland,M,Alle (20+),Hemodialyse (HD),HD in centrum,349,444,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Gelderland,M,Alle (20+),Hemodialyse (HD),HD thuis,27,34,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Gelderland,M,Alle (20+),Peritoneale dialyse (PD),Alle subvormen PD,62,79,76,,,,,,,35,€ 88.90,€ 831,€ 3.86,€ 1.06,€ 835,€ 3.51,€ 67.02,€ 11.79,€ 78.81,61,56,91.80%,36,64.29%,32,57.14%,,,,,,,,,2,4,,,,,,,35,57.38%,16,26.23%,,,,,,,,,,,,,,,,,,,3,5,6,9,4,7,,,,,20,32.79%,,,,,,,59,96.72%
2019,Dialyse,Gelderland,M,Alle (20+),Peritoneale dialyse (PD),APD,47,60,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Gelderland,M,Alle (20+),Peritoneale dialyse (PD),CAPD,15,19,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Gelderland,M,20-44 jaar,Alle,Alle,22,75,75,,,,,,,,,,,,,,,,,20,17,85.00%,,,,,,,,,,,,,,,,,,,,,10,50.00%,,,,,,,,,,,,,,,,,,,,,1,6,2,9,1,5,,,,,,,,,,,,,17,85.00%
2019,Dialyse,Gelderland,M,20-44 jaar,Hemodialyse (HD),Alle subvormen HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Gelderland,M,20-44 jaar,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Gelderland,M,20-44 jaar,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Gelderland,M,20-44 jaar,Peritoneale dialyse (PD),Alle subvormen PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Gelderland,M,20-44 jaar,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Gelderland,M,20-44 jaar,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Gelderland,M,45-64 jaar,Alle,Alle,117,400,398,,,,,,,,,,,,,,,,,116,104,89.66%,,,,,,,,,,,,,,,2,2,,,,,53,45.69%,,,,,,,,,,,,,,,,,,,,,7,5,1,9,8,7,,,,,,,,,,,,,96,82.76%
2019,Dialyse,Gelderland,M,45-64 jaar,Hemodialyse (HD),Alle subvormen HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Gelderland,M,45-64 jaar,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Gelderland,M,45-64 jaar,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Gelderland,M,45-64 jaar,Peritoneale dialyse (PD),Alle subvormen PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Gelderland,M,45-64 jaar,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Gelderland,M,45-64 jaar,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Gelderland,M,65-74 jaar,Alle,Alle,126,1045,1045,40,332,332,36,298,299,84,€ 91.01,€ 566,€ 4.89,€ 5.60,€ 70,€ 3.05,€ 66.87,€ 9.98,€ 76.85,117,108,92.31%,69,63.89%,58,53.70%,27,25.00%,50,46.30%,,,,,3,2,,,16,13.68%,,,54,46.15%,29,24.79%,23,19.66%,15,12.82%,73,62.39%,,,,,,,,,20,17.09%,,,6,5,1,9,8,6,3,2,28,23.93%,42,35.90%,20,17.09%,28,23.93%,,,104,88.89%
2019,Dialyse,Gelderland,M,65-74 jaar,Hemodialyse (HD),Alle subvormen HD,102,846,846,,,,,,,72,€ 91.43,€ 386,€ 4.83,€ 6.32,€ 69,€ 2.73,€ 67.07,€ 10.02,€ 77.09,93,85,91.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,,,,,,,,,,,,,,,81,87.10%
2019,Dialyse,Gelderland,M,65-74 jaar,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Gelderland,M,65-74 jaar,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Gelderland,M,65-74 jaar,Peritoneale dialyse (PD),Alle subvormen PD,24,199,199,,,,,,,12,€ 88.54,€ 1.60,€ 5.24,€ 1.27,€ 72,€ 4.95,€ 65.65,€ 9.71,€ 75.36,24,23,95.83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,23,95.83%
2019,Dialyse,Gelderland,M,65-74 jaar,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Gelderland,M,65-74 jaar,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Gelderland,M,75 jaar en ouder,Alle,Alle,173,2212,2208,38,486,484,37,473,472,120,€ 85.93,€ 453,€ 3.57,€ 5.64,€ 5,€ 2.28,€ 65.74,€ 8.25,€ 73.98,164,156,95.12%,101,64.74%,81,51.92%,31,19.87%,58,37.18%,,,,,3,2,,,,,,,54,32.93%,29,17.68%,23,14.02%,,,,,,,,,,,,,54,32.93%,,,9,5,1,9,1,6,3,2,26,15.85%,46,28.05%,23,14.02%,25,15.24%,,,138,84.15%
2019,Dialyse,Gelderland,M,75 jaar en ouder,Hemodialyse (HD),Alle subvormen HD,152,1943,1941,,,,,,,110,€ 86.52,€ 456,€ 3.62,€ 6.12,€ 6,€ 2.25,€ 65.70,€ 8.37,€ 74.08,144,137,95.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,,,,,,,,,,,,,,118,81.94%
2019,Dialyse,Gelderland,M,75 jaar en ouder,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Gelderland,M,75 jaar en ouder,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Gelderland,M,75 jaar en ouder,Peritoneale dialyse (PD),Alle subvormen PD,21,268,268,,,,,,,10,€ 79.49,€ 420,€ 3.11,€ 289,€ 0,€ 2.72,€ 66.10,€ 6.85,€ 72.95,20,19,95.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,20,100.00%
2019,Dialyse,Gelderland,M,75 jaar en ouder,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Gelderland,M,75 jaar en ouder,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Utrecht,M+V,Alle (20+),Alle,Alle,447,427,461,121,116,124,109,104,112,290,€ 89.45,€ 436,€ 4.29,€ 4.17,€ 691,€ 2.70,€ 67.67,€ 9.50,€ 77.17,442,415,93.89%,216,52.05%,238,57.35%,78,18.80%,155,37.35%,35,7.92%,,,1,2,6,1,44,9.95%,,,166,37.56%,103,23.30%,107,24.21%,42,9.50%,214,48.42%,17,3.85%,69,15.61%,42,9.50%,270,61.09%,80,18.10%,3,6,2,5,4,9,2,5,1,3,63,14.25%,123,27.83%,57,12.90%,63,14.25%,17,3.85%,382,86.43%
2019,Dialyse,Utrecht,M+V,Alle (20+),Hemodialyse (HD),Alle subvormen HD,373,356,385,,,,,,,247,€ 91.47,€ 426,€ 4.31,€ 4.86,€ 774,€ 2.72,€ 67.96,€ 10.42,€ 78.38,370,346,93.51%,181,52.31%,202,58.38%,,,,,24,6.49%,,,7,2,4,1,,,,,132,35.68%,80,21.62%,89,24.05%,,,,,,,,,,,,,,,,,2,5,3,9,2,5,1,3,,,104,28.11%,44,11.89%,,,,,315,85.14%
2019,Dialyse,Utrecht,M+V,Alle (20+),Hemodialyse (HD),HD in centrum,348,333,359,,,,,,,229,€ 91.78,€ 431,€ 4.42,€ 5.19,€ 835,€ 2.61,€ 67.59,€ 10.71,€ 78.30,344,322,93.60%,171,53.11%,188,58.39%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,9,2,6,,,,,,,,,,,,,295,85.76%
2019,Dialyse,Utrecht,M+V,Alle (20+),Hemodialyse (HD),HD thuis,25,24,26,,,,,,,18,€ 87.54,€ 372,€ 2.91,€ 594,€ 0,€ 4.23,€ 72.69,€ 6.75,€ 79.43,26,24,92.31%,10,41.67%,14,58.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,9,1,4,,,,,,,,,,,,,20,76.92%
2019,Dialyse,Utrecht,M+V,Alle (20+),Peritoneale dialyse (PD),Alle subvormen PD,74,71,76,,,,,,,43,€ 77.86,€ 495,€ 4.16,€ 216,€ 214,€ 2.58,€ 65.98,€ 4.23,€ 70.21,72,69,95.83%,35,50.72%,36,52.17%,,,,,11,15.28%,,,2,3,1,2,,,,,34,47.22%,23,31.94%,18,25.00%,,,,,,,,,,,,,,,,,3,5,7,9,4,6,2,3,,,19,26.39%,13,18.06%,,,,,67,93.06%
2019,Dialyse,Utrecht,M+V,Alle (20+),Peritoneale dialyse (PD),APD,56,54,58,,,,,,,33,€ 78.07,€ 409,€ 4.04,€ 249,€ 185,€ 2.53,€ 66.88,€ 3.78,€ 70.66,57,55,96.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,5,9,3,5,,,,,,,,,,,,,52,91.23%
2019,Dialyse,Utrecht,M+V,Alle (20+),Peritoneale dialyse (PD),CAPD,18,17,19,,,,,,,10,€ 77.20,€ 776,€ 4.53,€ 105,€ 308,€ 2.75,€ 63.02,€ 5.71,€ 68.73,15,14,93.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,9,1,7,,,,,,,,,,,,,15,100.00%
2019,Dialyse,Utrecht,M+V,20-44 jaar,Alle,Alle,31,70,71,13,30,29,12,27,27,17,€ 105.86,€ 359,€ 5.34,€ 3.47,€ 1.07,€ 2.99,€ 76.55,€ 16.09,€ 92.63,30,29,96.67%,10,34.48%,21,72.41%,,,,,,,,,1,3,1,4,,,,,13,43.33%,12,40.00%,,,,,,,,,,,,,,,,,,,2,6,3,9,1,6,,,,,,,,,,,,,25,83.33%
2019,Dialyse,Utrecht,M+V,20-44 jaar,Hemodialyse (HD),Alle subvormen HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Utrecht,M+V,20-44 jaar,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Utrecht,M+V,20-44 jaar,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Utrecht,M+V,20-44 jaar,Peritoneale dialyse (PD),Alle subvormen PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Utrecht,M+V,20-44 jaar,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Utrecht,M+V,20-44 jaar,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Utrecht,M+V,45-64 jaar,Alle,Alle,145,397,401,42,115,117,35,96,97,86,€ 92.10,€ 350,€ 4.14,€ 3.76,€ 2.09,€ 3.13,€ 68.42,€ 10.22,€ 78.63,142,134,94.37%,79,58.96%,73,54.48%,,,,,11,7.75%,,,4,2,3,2,21,14.79%,,,61,42.96%,42,29.58%,,,,,,,,,,,,,,,,,1,9,8,6,1,9,9,6,,,,,,,,,,,,,123,86.62%
2019,Dialyse,Utrecht,M+V,45-64 jaar,Hemodialyse (HD),Alle subvormen HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Utrecht,M+V,45-64 jaar,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Utrecht,M+V,45-64 jaar,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Utrecht,M+V,45-64 jaar,Peritoneale dialyse (PD),Alle subvormen PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Utrecht,M+V,45-64 jaar,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Utrecht,M+V,45-64 jaar,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Utrecht,M+V,65-74 jaar,Alle,Alle,104,764,766,35,257,259,33,242,244,59,€ 86.79,€ 416,€ 4.30,€ 3.94,€ 38,€ 2.21,€ 67.05,€ 8.85,€ 75.89,104,93,89.42%,51,54.84%,55,59.14%,19,20.43%,35,37.63%,12,11.54%,,,2,2,,,11,10.58%,,,45,43.27%,25,24.04%,26,25.00%,,,,,,,,,,,,,18,17.31%,,,5,5,9,9,6,5,3,3,19,18.27%,31,29.81%,16,15.38%,16,15.38%,,,90,86.54%
2019,Dialyse,Utrecht,M+V,65-74 jaar,Hemodialyse (HD),Alle subvormen HD,84,617,618,,,,,,,49,€ 88.53,€ 405,€ 4.29,€ 4.71,€ 34,€ 2.04,€ 67.24,€ 9.82,€ 77.06,85,74,87.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,5,6,,,,,,,,,,,,,72,84.71%
2019,Dialyse,Utrecht,M+V,65-74 jaar,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Utrecht,M+V,65-74 jaar,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Utrecht,M+V,65-74 jaar,Peritoneale dialyse (PD),Alle subvormen PD,20,147,148,,,,,,,10,€ 78.26,€ 467,€ 4.32,€ 169,€ 57,€ 3.06,€ 66.12,€ 4.07,€ 70.18,19,19,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,5,,,,,,,,,,,,,18,94.74%
2019,Dialyse,Utrecht,M+V,65-74 jaar,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Utrecht,M+V,65-74 jaar,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Utrecht,M+V,75 jaar en ouder,Alle,Alle,167,1607,1620,31,298,303,29,279,284,128,€ 86.73,€ 514,€ 4.24,€ 4.65,€ 0,€ 2.60,€ 66.28,€ 8.45,€ 74.73,166,159,95.78%,76,47.80%,89,55.97%,31,19.50%,51,32.08%,,,,,3,1,,,,,,,47,28.31%,24,14.46%,39,23.49%,21,12.65%,83,50.00%,,,,,,,,,41,24.70%,1,6,8,4,1,9,8,5,6,3,25,15.06%,49,29.52%,18,10.84%,27,16.27%,,,144,86.75%
2019,Dialyse,Utrecht,M+V,75 jaar en ouder,Hemodialyse (HD),Alle subvormen HD,144,1386,1396,,,,,,,110,€ 88.14,€ 505,€ 4.24,€ 5.38,€ 0,€ 2.56,€ 66.25,€ 9.21,€ 75.46,144,137,95.14%,63,45.99%,76,55.47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,1,9,7,5,5,3,,,,,,,,,,,123,85.42%
2019,Dialyse,Utrecht,M+V,75 jaar en ouder,Hemodialyse (HD),HD in centrum,134,1290,1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Utrecht,M+V,75 jaar en ouder,Hemodialyse (HD),HD thuis,10,96,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Utrecht,M+V,75 jaar en ouder,Peritoneale dialyse (PD),Alle subvormen PD,23,221,224,,,,,,,18,€ 78.10,€ 570,€ 4.26,€ 145,€ 0,€ 2.87,€ 66.44,€ 3.81,€ 70.25,22,22,100.00%,13,59.09%,13,59.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,1,1,5,1,5,,,,,,,,,,,21,95.45%
2019,Dialyse,Utrecht,M+V,75 jaar en ouder,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Utrecht,M+V,75 jaar en ouder,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Utrecht,V,Alle (20+),Alle,Alle,185,343,371,41,76,80,36,67,71,134,€ 88.95,€ 452,€ 4.18,€ 4.45,€ 1.28,€ 2.68,€ 68.06,€ 7.86,€ 75.91,182,172,94.51%,91,52.91%,104,60.47%,34,19.77%,68,39.53%,14,7.69%,,,4,2,2,1,14,7.69%,,,58,31.87%,36,19.78%,46,25.27%,15,8.24%,83,45.60%,,,,,,,,,35,19.23%,1,8,1,5,1,9,1,6,5,3,28,15.38%,41,22.53%,19,10.44%,25,13.74%,,,162,89.01%
2019,Dialyse,Utrecht,V,Alle (20+),Hemodialyse (HD),Alle subvormen HD,162,300,324,,,,,,,116,€ 90.86,€ 449,€ 4.17,€ 5.12,€ 1.42,€ 2.67,€ 68.55,€ 8.48,€ 77.03,159,150,94.34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,1,6,,,,,,,,,,,,,140,88.05%
2019,Dialyse,Utrecht,V,Alle (20+),Hemodialyse (HD),HD in centrum,148,274,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Utrecht,V,Alle (20+),Hemodialyse (HD),HD thuis,14,26,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Utrecht,V,Alle (20+),Peritoneale dialyse (PD),Alle subvormen PD,23,43,47,,,,,,,18,€ 76.65,€ 475,€ 4.27,€ 136,€ 371,€ 2.70,€ 64.89,€ 3.81,€ 68.70,23,22,95.65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,1,5,,,,,,,,,,,,,22,95.65%
2019,Dialyse,Utrecht,V,Alle (20+),Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Utrecht,V,Alle (20+),Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Utrecht,V,20-44 jaar,Alle,Alle,11,49,50,,,,,,,,,,,,,,,,,11,11,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,10,90.91%
2019,Dialyse,Utrecht,V,20-44 jaar,Hemodialyse (HD),Alle subvormen HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Utrecht,V,20-44 jaar,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Utrecht,V,20-44 jaar,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Dialyse,Utrecht,V,20-44 jaar,Peritoneale dialyse (PD),Alle subvormen PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
