jaar;patientgroep;Provincie;geslacht;leeftijdsklasse;prevalentie_abs;prevalentie_rel;prevalentie_rel_std;incidentie_abs;incidentie_rel;incidentie_rel_std;Aantal_patienten_kosten;Zorgkosten_totaal;Zorgkosten_eerstelijns;Zorgkosten_medicatie;Zorgkosten_ziekenvervoer;Zorgkosten_GGZ;Zorgkosten_overig;Zorgkosten_DBC_RRT;Zorgkosten_DBC_overig;Zorgkosten_DBC_totaal;Noemer_overige_themas;Aantal_specialist;Pct_specialist;Aantal_cardioloog;Pct_cardioloog;Aantal_internist;Pct_internist;Aantal_dermatoloog;Pct_dermatoloog;Aantal_chirurg;Pct_chrirug;Aantal_fysiotherapeut;Pct_fysiotherapeut;Aantal_dietist;pct_dietist;Aantal_intensive_care;Pct_intensive_care;Aantal_dialyse_intensive_care;Pct_dialyse_intensive_care;Aantal_antihypertensiva_RAAS;Pct_antihypertensiva_RAAS;Aantal_antihyp_ACE_remmers;Pct_antihyp_ACE_remmers;Aantal_diabetesmed_insuline;Pct_diabetesmed_insuline;Aantal_diabetesmed_overig;Pct_diabetesmed_overig;Aantal_lipid_statine;Pct_lipid_statine;Aantal_lipid_overig;Pct_lipid_overig;Aantal_antidepressiva;Pct_antidepressiva;Aantal_slaapmedicatie;Pct_slaapmedicatie;Aantal_antistolling;Pct_antistolling;Aantal_overlijden;pct_overlijden;Aantal_procedure_vaatlijden;Pct_procedure_vaatlijden;Aantal_SEH;pct_seh;Aantal_polikliniek;Pct_polikliniek;Aantal_opname;pct_opname;biopt;pct_biopt;Aantal_maligniteit;pct_maligniteit;Aantal_macrovasculair;pct_macrovasculair;Aantal_coronair;pct_coronair;Aantal_perif_art_vaatl;Pct_perif_art_vaatl;Aantal_CVA_TIA;Pct_CVA_TIA;Aantal_hypertensie;pct_hypertensie
2019;Controlegroep;Noord-Brabant;M;Alle (20+);;;;;;;1830;€2.538;€275;€346;€38;€274;€299;€0;€1.306;€1.306;1814;811;44.71%;182;22.44%;141;17.39%;119;14.67%;138;17.02%;63;3.47%;19;1.05%;;;;;366;20.18%;206;11.36%;44;2.43%;140;7.72%;442;24.37%;32;1.76%;102;5.62%;25;1.38%;340;18.74%;14;0.77%;;;177;9.17%;897;46.45%;126;6.53%;;;110;6.06%;86;4.74%;52;2.87%;;;;;519;28.61%
2019;Controlegroep;Noord-Brabant;M;20-44 jaar;;;;;;;322;€1.147;€145;€124;€9;€614;€25;€0;€230;€230;316;71;22.47%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;5.76%;75;22.73%;;;;;;;;;;;;;;;;
2019;Controlegroep;Noord-Brabant;M;45-64 jaar;;;;;;;864;€1.997;€244;€267;€20;€199;€221;€0;€1.046;€1.046;851;336;39.48%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75;8.19%;376;41.05%;;;;;;;;;;;;;;;;
2019;Controlegroep;Noord-Brabant;M;65 jaar en ouder;;;;;;;644;€3.959;€380;€562;€77;€206;€542;€0;€2.192;€2.192;647;404;62.44%;126;31.19%;77;19.06%;78;19.31%;58;14.36%;43;6.65%;;;;;;;234;36.17%;127;19.63%;23;3.55%;84;12.98%;285;44.05%;;;;;;;;;13;2.01%;;;83;12.12%;446;65.11%;79;11.53%;;;83;12.83%;58;8.96%;;;;;;;334;51.62%
2019;Controlegroep;Limburg;M+V;Alle (20+);;;;;;;1435;€2.585;€330;€383;€31;€307;€283;€0;€1.252;€1.252;1430;678;47.41%;132;19.47%;103;15.19%;108;15.93%;117;17.26%;63;4.41%;22;1.54%;13;0.91%;;;319;22.31%;146;10.21%;30;2.10%;116;8.11%;300;20.98%;19;1.33%;123;8.60%;28;1.96%;243;16.99%;21;1.47%;;;141;9.49%;737;49.60%;100;6.73%;;;83;5.80%;51;3.57%;30;2.10%;13;0.91%;11;0.77%;460;32.17%
2019;Controlegroep;Limburg;M+V;20-44 jaar;;;;;;;182;€1.247;€249;€122;€8;€358;€30;€0;€479;€479;211;59;27.96%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;8.68%;90;37.19%;11;4.55%;;;;;;;;;;;;;;
2019;Controlegroep;Limburg;M+V;45-64 jaar;;;;;;;691;€1.934;€269;€300;€25;€188;€160;€0;€991;€991;686;285;41.55%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54;7.63%;298;42.09%;39;5.51%;;;;;;;;;;;;;;
2019;Controlegroep;Limburg;M+V;65 jaar en ouder;;;;;;;562;€3.820;€430;€570;€46;€435;€517;€0;€1.822;€1.822;533;334;62.66%;86;25.75%;53;15.87%;61;18.26%;55;16.47%;39;7.32%;;;;;;;199;37.34%;91;17.07%;20;3.75%;66;12.38%;196;36.77%;12;2.25%;40;7.50%;;;179;33.58%;13;2.44%;;;66;12.31%;349;65.11%;50;9.33%;;;53;9.94%;37;6.94%;20;3.75%;13;2.44%;;;280;52.53%
2019;Controlegroep;Limburg;V;Alle (20+);;;;;;;582;€2.940;€374;€389;€29;€223;€371;€0;€1.554;€1.554;557;284;50.99%;41;14.44%;44;15.49%;54;19.01%;54;19.01%;27;4.85%;;;;;;;112;20.11%;50;8.98%;;;;;;;;;;;;;;;;;;;51;8.99%;302;53.26%;42;7.41%;;;35;6.28%;13;2.33%;;;;;;;182;32.68%
2019;Controlegroep;Limburg;V;20-44 jaar;;;;;;;71;€1.229;€362;€136;€0;€107;€51;€0;€573;€573;86;37;43.02%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;44.90%;;;;;;;;;;;;;;;;
2019;Controlegroep;Limburg;V;45-64 jaar;;;;;;;290;€2.086;€317;€245;€27;€107;€191;€0;€1.198;€1.198;274;126;45.99%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;145;48.01%;;;;;;;;;;;;;;;;
2019;Controlegroep;Limburg;V;65 jaar en ouder;;;;;;;221;€4.609;€452;€659;€41;€412;€710;€0;€2.335;€2.335;197;121;61.42%;23;19.01%;20;16.53%;29;23.97%;21;17.36%;16;8.12%;;;;;;;69;35.03%;31;15.74%;;;;;;;;;;;;;;;;;;;20;11.98%;113;67.66%;18;10.78%;;;19;9.64%;;;;;;;;;107;54.31%
2019;Controlegroep;Limburg;M;Alle (20+);;;;;;;853;€2.344;€300;€380;€32;€364;€223;€0;€1.045;€1.045;873;394;45.13%;91;23.10%;59;14.97%;54;13.71%;63;15.99%;36;4.12%;;;;;;;207;23.71%;96;11.00%;;;;;;;;;;;;;;;;;;;90;9.79%;435;47.33%;58;6.31%;;;48;5.50%;38;4.35%;;;;;;;278;31.84%
2019;Controlegroep;Limburg;M;20-44 jaar;;;;;;;111;€1.258;€177;€113;€13;€518;€16;€0;€419;€419;125;22;17.60%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46;31.94%;;;;;;;;;;;;;;;;
2019;Controlegroep;Limburg;M;45-64 jaar;;;;;;;401;€1.823;€235;€340;€23;€247;€138;€0;€842;€842;412;159;38.59%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;153;37.68%;;;;;;;;;;;;;;;;
2019;Controlegroep;Limburg;M;65 jaar en ouder;;;;;;;341;€3.309;€416;€513;€48;€451;€391;€0;€1.489;€1.489;336;213;63.39%;63;29.58%;33;15.49%;32;15.02%;34;15.96%;23;6.85%;;;;;;;130;38.69%;60;17.86%;;;;;;;;;;;;;;;;;;;46;12.47%;236;63.96%;32;8.67%;;;34;10.12%;;;;;;;;;173;51.49%
2020;Niertransplantatie;Alle;M+V;Alle (20+);10624;786;;354;26;;10659;€19.292;€355;€5.118;€340;€225;€959;€7.445;€4.850;€12.296;21265;17431;81.97%;5171;29.67%;5968;34.24%;7952;45.62%;3888;22.31%;1464;6.88%;1092;5.14%;749;3.52%;42;5.61%;11117;52.28%;6627;31.16%;3590;16.88%;4776;22.46%;13367;62.86%;1701;8.00%;1780;8.37%;678;3.19%;9005;42.35%;1187;5.58%;304;1.43%;6530;30.71%;21243;99.90%;5615;26.40%;430;2.02%;4082;19.20%;2461;11.57%;1241;5.84%;1112;5.23%;364;1.71%;18575;87.35%
2020;Niertransplantatie;Alle;M+V;Alle (20+);10624;786;;274;20;;10659;€19.292;€355;€5.118;€340;€225;€959;€7.445;€4.850;€12.296;21265;17431;81.97%;5171;29.67%;5968;34.24%;7952;45.62%;3888;22.31%;1464;6.88%;1092;5.14%;749;3.52%;42;5.61%;11117;52.28%;6627;31.16%;3590;16.88%;4776;22.46%;13367;62.86%;1701;8.00%;1780;8.37%;678;3.19%;9005;42.35%;1187;5.58%;304;1.43%;6530;30.71%;21243;99.90%;5615;26.40%;430;2.02%;4082;19.20%;2461;11.57%;1241;5.84%;1112;5.23%;364;1.71%;18575;87.35%
2020;Niertransplantatie;Alle;M+V;Alle (20+);10624;786;;150;11;;10659;€19.292;€355;€5.118;€340;€225;€959;€7.445;€4.850;€12.296;21265;17431;81.97%;5171;29.67%;5968;34.24%;7952;45.62%;3888;22.31%;1464;6.88%;1092;5.14%;749;3.52%;42;5.61%;11117;52.28%;6627;31.16%;3590;16.88%;4776;22.46%;13367;62.86%;1701;8.00%;1780;8.37%;678;3.19%;9005;42.35%;1187;5.58%;304;1.43%;6530;30.71%;21243;99.90%;5615;26.40%;430;2.02%;4082;19.20%;2461;11.57%;1241;5.84%;1112;5.23%;364;1.71%;18575;87.35%
2020;Niertransplantatie;Alle;M+V;Alle (20+);10624;786;;629;47;;10659;€19.292;€355;€5.118;€340;€225;€959;€7.445;€4.850;€12.296;21265;17431;81.97%;5171;29.67%;5968;34.24%;7952;45.62%;3888;22.31%;1464;6.88%;1092;5.14%;749;3.52%;42;5.61%;11117;52.28%;6627;31.16%;3590;16.88%;4776;22.46%;13367;62.86%;1701;8.00%;1780;8.37%;678;3.19%;9005;42.35%;1187;5.58%;304;1.43%;6530;30.71%;21243;99.90%;5615;26.40%;430;2.02%;4082;19.20%;2461;11.57%;1241;5.84%;1112;5.23%;364;1.71%;18575;87.35%
2020;Niertransplantatie;Alle;M+V;20-44 jaar;1962;374;;57;11;;1947;€18.301;€293;€5.488;€253;€360;€638;€8.413;€2.855;€11.269;3930;2720;69.21%;431;15.85%;909;33.42%;959;35.26%;397;14.60%;152;3.87%;185;4.71%;115;2.93%;;;1886;47.99%;1252;31.86%;267;6.79%;290;7.38%;1551;39.47%;140;3.56%;230;5.85%;90;2.29%;547;13.92%;26;0.66%;20;0.51%;1059;26.95%;3920;99.75%;881;22.42%;110;2.80%;214;5.45%;129;3.28%;49;1.25%;54;1.37%;26;0.66%;3148;80.10%
2020;Niertransplantatie;Alle;M+V;20-44 jaar;1962;374;;82;16;;1947;€18.301;€293;€5.488;€253;€360;€638;€8.413;€2.855;€11.269;3930;2720;69.21%;431;15.85%;909;33.42%;959;35.26%;397;14.60%;152;3.87%;185;4.71%;115;2.93%;;;1886;47.99%;1252;31.86%;267;6.79%;290;7.38%;1551;39.47%;140;3.56%;230;5.85%;90;2.29%;547;13.92%;26;0.66%;20;0.51%;1059;26.95%;3920;99.75%;881;22.42%;110;2.80%;214;5.45%;129;3.28%;49;1.25%;54;1.37%;26;0.66%;3148;80.10%
2020;Niertransplantatie;Alle;M+V;20-44 jaar;1962;374;;32;6;;1947;€18.301;€293;€5.488;€253;€360;€638;€8.413;€2.855;€11.269;3930;2720;69.21%;431;15.85%;909;33.42%;959;35.26%;397;14.60%;152;3.87%;185;4.71%;115;2.93%;;;1886;47.99%;1252;31.86%;267;6.79%;290;7.38%;1551;39.47%;140;3.56%;230;5.85%;90;2.29%;547;13.92%;26;0.66%;20;0.51%;1059;26.95%;3920;99.75%;881;22.42%;110;2.80%;214;5.45%;129;3.28%;49;1.25%;54;1.37%;26;0.66%;3148;80.10%
2020;Niertransplantatie;Alle;M+V;20-44 jaar;1962;374;;139;26;;1947;€18.301;€293;€5.488;€253;€360;€638;€8.413;€2.855;€11.269;3930;2720;69.21%;431;15.85%;909;33.42%;959;35.26%;397;14.60%;152;3.87%;185;4.71%;115;2.93%;;;1886;47.99%;1252;31.86%;267;6.79%;290;7.38%;1551;39.47%;140;3.56%;230;5.85%;90;2.29%;547;13.92%;26;0.66%;20;0.51%;1059;26.95%;3920;99.75%;881;22.42%;110;2.80%;214;5.45%;129;3.28%;49;1.25%;54;1.37%;26;0.66%;3148;80.10%
2020;Niertransplantatie;Alle;M+V;45-64 jaar;4925;1033;;166;35;;4950;€19.019;€315;€5.196;€330;€228;€809;€7.518;€4.623;€12.141;9858;7902;80.16%;2119;26.82%;2757;34.89%;3372;42.67%;1764;22.32%;624;6.33%;502;5.09%;394;4.00%;;;5292;53.68%;3216;32.62%;1634;16.58%;2226;22.58%;6548;66.42%;884;8.97%;868;8.81%;340;3.45%;3817;38.72%;288;2.92%;150;1.52%;2889;29.31%;9848;99.90%;2485;25.21%;190;1.93%;1545;15.67%;986;10.00%;508;5.15%;430;4.36%;130;1.32%;8600;87.24%
2020;Niertransplantatie;Alle;M+V;45-64 jaar;4925;1033;;133;28;;4950;€19.019;€315;€5.196;€330;€228;€809;€7.518;€4.623;€12.141;9858;7902;80.16%;2119;26.82%;2757;34.89%;3372;42.67%;1764;22.32%;624;6.33%;502;5.09%;394;4.00%;;;5292;53.68%;3216;32.62%;1634;16.58%;2226;22.58%;6548;66.42%;884;8.97%;868;8.81%;340;3.45%;3817;38.72%;288;2.92%;150;1.52%;2889;29.31%;9848;99.90%;2485;25.21%;190;1.93%;1545;15.67%;986;10.00%;508;5.15%;430;4.36%;130;1.32%;8600;87.24%
2020;Niertransplantatie;Alle;M+V;45-64 jaar;4925;1033;;80;17;;4950;€19.019;€315;€5.196;€330;€228;€809;€7.518;€4.623;€12.141;9858;7902;80.16%;2119;26.82%;2757;34.89%;3372;42.67%;1764;22.32%;624;6.33%;502;5.09%;394;4.00%;;;5292;53.68%;3216;32.62%;1634;16.58%;2226;22.58%;6548;66.42%;884;8.97%;868;8.81%;340;3.45%;3817;38.72%;288;2.92%;150;1.52%;2889;29.31%;9848;99.90%;2485;25.21%;190;1.93%;1545;15.67%;986;10.00%;508;5.15%;430;4.36%;130;1.32%;8600;87.24%
2020;Niertransplantatie;Alle;M+V;45-64 jaar;4925;1033;;299;63;;4950;€19.019;€315;€5.196;€330;€228;€809;€7.518;€4.623;€12.141;9858;7902;80.16%;2119;26.82%;2757;34.89%;3372;42.67%;1764;22.32%;624;6.33%;502;5.09%;394;4.00%;;;5292;53.68%;3216;32.62%;1634;16.58%;2226;22.58%;6548;66.42%;884;8.97%;868;8.81%;340;3.45%;3817;38.72%;288;2.92%;150;1.52%;2889;29.31%;9848;99.90%;2485;25.21%;190;1.93%;1545;15.67%;986;10.00%;508;5.15%;430;4.36%;130;1.32%;8600;87.24%
2020;Niertransplantatie;Alle;M+V;65 jaar en ouder;3737;1067;;131;37;;3762;€20.165;€441;€4.823;€398;€150;€1.322;€6.849;€6.182;€13.031;7477;6809;91.07%;2621;38.49%;2302;33.81%;3621;53.18%;1727;25.36%;688;9.20%;405;5.42%;240;3.21%;10;4.17%;3939;52.68%;2159;28.88%;1689;22.59%;2260;30.23%;5268;70.46%;677;9.05%;682;9.12%;248;3.32%;4641;62.07%;873;11.68%;134;1.79%;2582;34.53%;7475;99.97%;2249;30.08%;130;1.74%;2323;31.07%;1346;18.00%;684;9.15%;628;8.40%;208;2.78%;6827;91.31%
2020;Niertransplantatie;Alle;M+V;65 jaar en ouder;3737;1067;;59;17;;3762;€20.165;€441;€4.823;€398;€150;€1.322;€6.849;€6.182;€13.031;7477;6809;91.07%;2621;38.49%;2302;33.81%;3621;53.18%;1727;25.36%;688;9.20%;405;5.42%;240;3.21%;10;4.17%;3939;52.68%;2159;28.88%;1689;22.59%;2260;30.23%;5268;70.46%;677;9.05%;682;9.12%;248;3.32%;4641;62.07%;873;11.68%;134;1.79%;2582;34.53%;7475;99.97%;2249;30.08%;130;1.74%;2323;31.07%;1346;18.00%;684;9.15%;628;8.40%;208;2.78%;6827;91.31%
2020;Niertransplantatie;Alle;M+V;65 jaar en ouder;3737;1067;;38;11;;3762;€20.165;€441;€4.823;€398;€150;€1.322;€6.849;€6.182;€13.031;7477;6809;91.07%;2621;38.49%;2302;33.81%;3621;53.18%;1727;25.36%;688;9.20%;405;5.42%;240;3.21%;10;4.17%;3939;52.68%;2159;28.88%;1689;22.59%;2260;30.23%;5268;70.46%;677;9.05%;682;9.12%;248;3.32%;4641;62.07%;873;11.68%;134;1.79%;2582;34.53%;7475;99.97%;2249;30.08%;130;1.74%;2323;31.07%;1346;18.00%;684;9.15%;628;8.40%;208;2.78%;6827;91.31%
2020;Niertransplantatie;Alle;M+V;65 jaar en ouder;3737;1067;;190;54;;3762;€20.165;€441;€4.823;€398;€150;€1.322;€6.849;€6.182;€13.031;7477;6809;91.07%;2621;38.49%;2302;33.81%;3621;53.18%;1727;25.36%;688;9.20%;405;5.42%;240;3.21%;10;4.17%;3939;52.68%;2159;28.88%;1689;22.59%;2260;30.23%;5268;70.46%;677;9.05%;682;9.12%;248;3.32%;4641;62.07%;873;11.68%;134;1.79%;2582;34.53%;7475;99.97%;2249;30.08%;130;1.74%;2323;31.07%;1346;18.00%;684;9.15%;628;8.40%;208;2.78%;6827;91.31%
2020;Niertransplantatie;Alle;V;Alle (20+);4194;609;;131;19;;4216;€19.486;€409;€5.111;€343;€288;€973;€7.661;€4.699;€12.360;8393;7071;84.25%;1848;26.13%;2526;35.72%;3022;42.74%;1550;21.92%;696;8.29%;543;6.47%;264;3.15%;14;5.30%;3777;45.00%;2057;24.51%;1365;16.26%;1774;21.14%;4930;58.74%;632;7.53%;926;11.03%;324;3.86%;3132;37.32%;433;5.16%;74;0.88%;2814;33.53%;8383;99.88%;2391;28.49%;190;2.26%;1529;18.22%;682;8.13%;302;3.60%;278;3.31%;154;1.83%;6973;83.08%
2020;Niertransplantatie;Alle;V;Alle (20+);4194;609;;107;16;;4216;€19.486;€409;€5.111;€343;€288;€973;€7.661;€4.699;€12.360;8393;7071;84.25%;1848;26.13%;2526;35.72%;3022;42.74%;1550;21.92%;696;8.29%;543;6.47%;264;3.15%;14;5.30%;3777;45.00%;2057;24.51%;1365;16.26%;1774;21.14%;4930;58.74%;632;7.53%;926;11.03%;324;3.86%;3132;37.32%;433;5.16%;74;0.88%;2814;33.53%;8383;99.88%;2391;28.49%;190;2.26%;1529;18.22%;682;8.13%;302;3.60%;278;3.31%;154;1.83%;6973;83.08%
2020;Niertransplantatie;Alle;V;Alle (20+);4194;609;;62;9;;4216;€19.486;€409;€5.111;€343;€288;€973;€7.661;€4.699;€12.360;8393;7071;84.25%;1848;26.13%;2526;35.72%;3022;42.74%;1550;21.92%;696;8.29%;543;6.47%;264;3.15%;14;5.30%;3777;45.00%;2057;24.51%;1365;16.26%;1774;21.14%;4930;58.74%;632;7.53%;926;11.03%;324;3.86%;3132;37.32%;433;5.16%;74;0.88%;2814;33.53%;8383;99.88%;2391;28.49%;190;2.26%;1529;18.22%;682;8.13%;302;3.60%;278;3.31%;154;1.83%;6973;83.08%
2020;Niertransplantatie;Alle;V;Alle (20+);4194;609;;239;35;;4216;€19.486;€409;€5.111;€343;€288;€973;€7.661;€4.699;€12.360;8393;7071;84.25%;1848;26.13%;2526;35.72%;3022;42.74%;1550;21.92%;696;8.29%;543;6.47%;264;3.15%;14;5.30%;3777;45.00%;2057;24.51%;1365;16.26%;1774;21.14%;4930;58.74%;632;7.53%;926;11.03%;324;3.86%;3132;37.32%;433;5.16%;74;0.88%;2814;33.53%;8383;99.88%;2391;28.49%;190;2.26%;1529;18.22%;682;8.13%;302;3.60%;278;3.31%;154;1.83%;6973;83.08%
2020;Niertransplantatie;Alle;V;20-44 jaar;775;296;;23;9;;773;€21.053;€386;€5.982;€349;€562;€765;€9.160;€3.849;€13.009;1553;1223;78.75%;198;16.19%;484;39.57%;387;31.64%;193;15.78%;92;5.92%;100;6.44%;58;3.73%;;;598;38.51%;350;22.54%;142;9.14%;110;7.08%;556;35.80%;58;3.73%;124;7.98%;52;3.35%;278;17.90%;12;0.77%;10;0.64%;554;35.67%;1551;99.87%;474;30.52%;42;2.70%;88;5.67%;54;3.48%;20;1.29%;18;1.16%;16;1.03%;1149;73.99%
2020;Niertransplantatie;Alle;V;20-44 jaar;775;296;;30;11;;773;€21.053;€386;€5.982;€349;€562;€765;€9.160;€3.849;€13.009;1553;1223;78.75%;198;16.19%;484;39.57%;387;31.64%;193;15.78%;92;5.92%;100;6.44%;58;3.73%;;;598;38.51%;350;22.54%;142;9.14%;110;7.08%;556;35.80%;58;3.73%;124;7.98%;52;3.35%;278;17.90%;12;0.77%;10;0.64%;554;35.67%;1551;99.87%;474;30.52%;42;2.70%;88;5.67%;54;3.48%;20;1.29%;18;1.16%;16;1.03%;1149;73.99%
2020;Niertransplantatie;Alle;V;20-44 jaar;775;296;;14;5;;773;€21.053;€386;€5.982;€349;€562;€765;€9.160;€3.849;€13.009;1553;1223;78.75%;198;16.19%;484;39.57%;387;31.64%;193;15.78%;92;5.92%;100;6.44%;58;3.73%;;;598;38.51%;350;22.54%;142;9.14%;110;7.08%;556;35.80%;58;3.73%;124;7.98%;52;3.35%;278;17.90%;12;0.77%;10;0.64%;554;35.67%;1551;99.87%;474;30.52%;42;2.70%;88;5.67%;54;3.48%;20;1.29%;18;1.16%;16;1.03%;1149;73.99%
2020;Niertransplantatie;Alle;V;20-44 jaar;775;296;;53;20;;773;€21.053;€386;€5.982;€349;€562;€765;€9.160;€3.849;€13.009;1553;1223;78.75%;198;16.19%;484;39.57%;387;31.64%;193;15.78%;92;5.92%;100;6.44%;58;3.73%;;;598;38.51%;350;22.54%;142;9.14%;110;7.08%;556;35.80%;58;3.73%;124;7.98%;52;3.35%;278;17.90%;12;0.77%;10;0.64%;554;35.67%;1551;99.87%;474;30.52%;42;2.70%;88;5.67%;54;3.48%;20;1.29%;18;1.16%;16;1.03%;1149;73.99%
2020;Niertransplantatie;Alle;V;45-64 jaar;1960;819;;62;26;;1968;€19.211;€364;€5.064;€320;€297;€829;€7.821;€4.516;€12.337;3921;3231;82.40%;790;24.45%;1142;35.35%;1303;40.33%;700;21.67%;312;7.96%;258;6.58%;140;3.57%;;;1754;44.73%;1008;25.71%;635;16.19%;862;21.98%;2454;62.59%;334;8.52%;440;11.22%;150;3.83%;1339;34.15%;138;3.52%;46;1.17%;1254;31.98%;3915;99.85%;1086;27.70%;90;2.30%;624;15.91%;314;8.01%;132;3.37%;130;3.32%;68;1.73%;3237;82.56%
2020;Niertransplantatie;Alle;V;45-64 jaar;1960;819;;59;25;;1968;€19.211;€364;€5.064;€320;€297;€829;€7.821;€4.516;€12.337;3921;3231;82.40%;790;24.45%;1142;35.35%;1303;40.33%;700;21.67%;312;7.96%;258;6.58%;140;3.57%;;;1754;44.73%;1008;25.71%;635;16.19%;862;21.98%;2454;62.59%;334;8.52%;440;11.22%;150;3.83%;1339;34.15%;138;3.52%;46;1.17%;1254;31.98%;3915;99.85%;1086;27.70%;90;2.30%;624;15.91%;314;8.01%;132;3.37%;130;3.32%;68;1.73%;3237;82.56%
2020;Niertransplantatie;Alle;V;45-64 jaar;1960;819;;35;15;;1968;€19.211;€364;€5.064;€320;€297;€829;€7.821;€4.516;€12.337;3921;3231;82.40%;790;24.45%;1142;35.35%;1303;40.33%;700;21.67%;312;7.96%;258;6.58%;140;3.57%;;;1754;44.73%;1008;25.71%;635;16.19%;862;21.98%;2454;62.59%;334;8.52%;440;11.22%;150;3.83%;1339;34.15%;138;3.52%;46;1.17%;1254;31.98%;3915;99.85%;1086;27.70%;90;2.30%;624;15.91%;314;8.01%;132;3.37%;130;3.32%;68;1.73%;3237;82.56%
2020;Niertransplantatie;Alle;V;45-64 jaar;1960;819;;121;51;;1968;€19.211;€364;€5.064;€320;€297;€829;€7.821;€4.516;€12.337;3921;3231;82.40%;790;24.45%;1142;35.35%;1303;40.33%;700;21.67%;312;7.96%;258;6.58%;140;3.57%;;;1754;44.73%;1008;25.71%;635;16.19%;862;21.98%;2454;62.59%;334;8.52%;440;11.22%;150;3.83%;1339;34.15%;138;3.52%;46;1.17%;1254;31.98%;3915;99.85%;1086;27.70%;90;2.30%;624;15.91%;314;8.01%;132;3.37%;130;3.32%;68;1.73%;3237;82.56%
2020;Niertransplantatie;Alle;V;65 jaar en ouder;1459;777;;46;24;;1475;€19.031;€482;€4.718;€372;€133;€1.276;€6.663;€5.388;€12.051;2919;2617;89.65%;860;32.86%;900;34.39%;1332;50.90%;657;25.11%;292;10.00%;185;6.34%;66;2.26%;;;1425;48.82%;699;23.95%;588;20.14%;802;27.48%;1920;65.78%;240;8.22%;362;12.40%;122;4.18%;1515;51.90%;283;9.70%;18;0.62%;1006;34.46%;2917;99.93%;831;28.47%;58;1.99%;817;27.99%;314;10.76%;150;5.14%;130;4.45%;70;2.40%;2587;88.63%
2020;Niertransplantatie;Alle;V;65 jaar en ouder;1459;777;;18;10;;1475;€19.031;€482;€4.718;€372;€133;€1.276;€6.663;€5.388;€12.051;2919;2617;89.65%;860;32.86%;900;34.39%;1332;50.90%;657;25.11%;292;10.00%;185;6.34%;66;2.26%;;;1425;48.82%;699;23.95%;588;20.14%;802;27.48%;1920;65.78%;240;8.22%;362;12.40%;122;4.18%;1515;51.90%;283;9.70%;18;0.62%;1006;34.46%;2917;99.93%;831;28.47%;58;1.99%;817;27.99%;314;10.76%;150;5.14%;130;4.45%;70;2.40%;2587;88.63%
2020;Niertransplantatie;Alle;V;65 jaar en ouder;1459;777;;13;7;;1475;€19.031;€482;€4.718;€372;€133;€1.276;€6.663;€5.388;€12.051;2919;2617;89.65%;860;32.86%;900;34.39%;1332;50.90%;657;25.11%;292;10.00%;185;6.34%;66;2.26%;;;1425;48.82%;699;23.95%;588;20.14%;802;27.48%;1920;65.78%;240;8.22%;362;12.40%;122;4.18%;1515;51.90%;283;9.70%;18;0.62%;1006;34.46%;2917;99.93%;831;28.47%;58;1.99%;817;27.99%;314;10.76%;150;5.14%;130;4.45%;70;2.40%;2587;88.63%
2020;Niertransplantatie;Alle;V;65 jaar en ouder;1459;777;;64;34;;1475;€19.031;€482;€4.718;€372;€133;€1.276;€6.663;€5.388;€12.051;2919;2617;89.65%;860;32.86%;900;34.39%;1332;50.90%;657;25.11%;292;10.00%;185;6.34%;66;2.26%;;;1425;48.82%;699;23.95%;588;20.14%;802;27.48%;1920;65.78%;240;8.22%;362;12.40%;122;4.18%;1515;51.90%;283;9.70%;18;0.62%;1006;34.46%;2917;99.93%;831;28.47%;58;1.99%;817;27.99%;314;10.76%;150;5.14%;130;4.45%;70;2.40%;2587;88.63%
2020;Niertransplantatie;Alle;M;Alle (20+);6430;969;;223;34;;6443;€19.166;€320;€5.122;€338;€183;€949;€7.304;€4.949;€12.253;12872;10360;80.48%;3323;32.08%;3442;33.22%;4930;47.59%;2338;22.57%;768;5.97%;549;4.27%;485;3.77%;28;5.77%;7340;57.02%;4570;35.50%;2225;17.29%;3002;23.32%;8437;65.55%;1069;8.30%;854;6.63%;354;2.75%;5873;45.63%;754;5.86%;230;1.79%;3716;28.87%;12860;99.91%;3224;25.05%;240;1.86%;2553;19.83%;1779;13.82%;939;7.29%;834;6.48%;210;1.63%;11602;90.13%
